Date,Open,High,Low,Close,Adj Close,Volume
"Feb 13, 2025",236.91,242.34,235.57,241.53,241.53,53614100
"Feb 12, 2025",231.20,236.96,230.68,236.87,236.87,45243300
"Feb 11, 2025",228.20,235.23,228.13,232.62,232.62,53718400
"Feb 10, 2025",229.57,230.59,227.20,227.65,227.65,33115600
"Feb 7, 2025",232.60,234.00,227.26,227.63,227.38,39707200
"Feb 6, 2025",231.29,233.80,230.43,233.22,232.96,29925300
"Feb 5, 2025",228.53,232.67,228.27,232.47,232.21,39620300
"Feb 4, 2025",227.25,233.13,226.65,232.80,232.54,45067300
"Feb 3, 2025",229.99,231.83,225.70,228.01,227.76,73063300
"Jan 31, 2025",247.19,247.19,233.44,236.00,235.74,101075100
"Jan 30, 2025",238.67,240.79,237.21,237.59,237.33,55658300
"Jan 29, 2025",234.12,239.86,234.01,239.36,239.10,45486100
"Jan 28, 2025",230.85,240.19,230.81,238.26,238.00,75707600
"Jan 27, 2025",224.02,232.15,223.98,229.86,229.61,94863400
"Jan 24, 2025",224.78,225.63,221.41,222.78,222.54,54697900
"Jan 23, 2025",224.74,227.03,222.30,223.66,223.41,60234800
"Jan 22, 2025",219.79,224.12,219.79,223.83,223.58,64126500
"Jan 21, 2025",224.00,224.42,219.38,222.64,222.40,98070400
"Jan 17, 2025",232.12,232.29,228.48,229.98,229.73,68488300
"Jan 16, 2025",237.35,238.01,228.03,228.26,228.01,71759100
"Jan 15, 2025",234.64,238.96,234.43,237.87,237.61,39832000
"Jan 14, 2025",234.75,236.12,232.47,233.28,233.02,39435300
"Jan 13, 2025",233.53,234.67,229.72,234.40,234.14,49630700
"Jan 10, 2025",240.01,240.16,233.00,236.85,236.59,61710900
"Jan 8, 2025",241.92,243.71,240.05,242.70,242.43,37628900
"Jan 7, 2025",242.98,245.55,241.35,242.21,241.94,40856000
"Jan 6, 2025",244.31,247.33,243.20,245.00,244.73,45045600
"Jan 3, 2025",243.36,244.18,241.89,243.36,243.09,40244100
"Jan 2, 2025",248.93,249.10,241.82,243.85,243.58,55740700
"Dec 31, 2024",252.44,253.28,249.43,250.42,250.14,39480700
"Dec 30, 2024",252.23,253.50,250.75,252.20,251.92,35557500
"Dec 27, 2024",257.83,258.70,253.06,255.59,255.31,42355300
"Dec 26, 2024",258.19,260.10,257.63,259.02,258.74,27237100
"Dec 24, 2024",255.49,258.21,255.29,258.20,257.92,23234700
"Dec 23, 2024",254.77,255.65,253.45,255.27,254.99,40858800
"Dec 20, 2024",248.04,255.00,245.69,254.49,254.21,147495300
"Dec 19, 2024",247.50,252.00,247.09,249.79,249.52,60882300
"Dec 18, 2024",252.16,254.28,247.74,248.05,247.78,56774100
"Dec 17, 2024",250.08,253.83,249.78,253.48,253.20,51356400
"Dec 16, 2024",247.99,251.38,247.65,251.04,250.76,51694800
"Dec 13, 2024",247.82,249.29,246.24,248.13,247.86,33155300
"Dec 12, 2024",246.89,248.74,245.68,247.96,247.69,32777500
"Dec 11, 2024",247.96,250.80,246.26,246.49,246.22,45205800
"Dec 10, 2024",246.89,248.21,245.34,247.77,247.50,36914800
"Dec 9, 2024",241.83,247.24,241.75,246.75,246.48,44649200
"Dec 6, 2024",242.91,244.63,242.08,242.84,242.57,36870600
"Dec 5, 2024",243.99,244.54,242.13,243.04,242.77,40033900
"Dec 4, 2024",242.87,244.11,241.25,243.01,242.74,44383900
"Dec 3, 2024",239.81,242.76,238.90,242.65,242.38,38861000
"Dec 2, 2024",237.27,240.79,237.16,239.59,239.33,48137100
"Nov 29, 2024",234.81,237.81,233.97,237.33,237.07,28481400
"Nov 27, 2024",234.47,235.69,233.81,234.93,234.67,33498400
"Nov 26, 2024",233.33,235.57,233.33,235.06,234.80,45986200
"Nov 25, 2024",231.46,233.25,229.74,232.87,232.61,90152800
"Nov 22, 2024",228.06,230.72,228.06,229.87,229.62,38168300
"Nov 21, 2024",228.88,230.16,225.71,228.52,228.27,42108300
"Nov 20, 2024",228.06,229.93,225.89,229.00,228.75,35169600
"Nov 19, 2024",226.98,230.16,226.66,228.28,228.03,36211800
"Nov 18, 2024",225.25,229.74,225.17,228.02,227.77,44686000
"Nov 15, 2024",226.40,226.92,224.27,225.00,224.75,47923700
"Nov 14, 2024",225.02,228.87,225.00,228.22,227.97,44923900
"Nov 13, 2024",224.01,226.65,222.76,225.12,224.87,48566200
"Nov 12, 2024",224.55,225.59,223.36,224.23,223.98,40398300
"Nov 11, 2024",225.00,225.70,221.50,224.23,223.98,42005600
"Nov 8, 2024",227.17,228.66,226.41,226.96,226.71,38328800
"Nov 7, 2024",224.63,227.88,224.57,227.48,226.98,42137700
"Nov 6, 2024",222.61,226.07,221.19,222.72,222.23,54561100
"Nov 5, 2024",221.80,223.95,221.14,223.45,222.96,28111300
"Nov 4, 2024",220.99,222.79,219.71,222.01,221.52,44944500
"Nov 1, 2024",220.97,225.35,220.27,222.91,222.42,65276700
"Oct 31, 2024",229.34,229.83,225.37,225.91,225.41,64370100
"Oct 30, 2024",232.61,233.47,229.55,230.10,229.59,47070900
"Oct 29, 2024",233.10,234.33,232.32,233.67,233.16,35417200
"Oct 28, 2024",233.32,234.73,232.55,233.40,232.89,36087100
"Oct 25, 2024",229.74,233.22,229.57,231.41,230.90,38802300
"Oct 24, 2024",229.98,230.82,228.41,230.57,230.06,31109500
"Oct 23, 2024",234.08,235.14,227.76,230.76,230.25,52287000
"Oct 22, 2024",233.89,236.22,232.60,235.86,235.34,38846600
"Oct 21, 2024",234.45,236.85,234.45,236.48,235.96,36254500
"Oct 18, 2024",236.18,236.18,234.01,235.00,234.48,46431500
"Oct 17, 2024",233.43,233.85,230.52,232.15,231.64,32993800
"Oct 16, 2024",231.60,232.12,229.84,231.78,231.27,34082200
"Oct 15, 2024",233.61,237.49,232.37,233.85,233.34,64751400
"Oct 14, 2024",228.70,231.73,228.60,231.30,230.79,39882100
"Oct 11, 2024",229.30,229.41,227.34,227.55,227.05,31759200
"Oct 10, 2024",227.78,229.50,227.17,229.04,228.54,28183500
"Oct 9, 2024",225.23,229.75,224.83,229.54,229.04,33591100
"Oct 8, 2024",224.30,225.98,223.25,225.77,225.27,31855700
"Oct 7, 2024",224.50,225.69,221.33,221.69,221.20,39505400
"Oct 4, 2024",227.90,228.00,224.13,226.80,226.30,37245100
"Oct 3, 2024",225.14,226.81,223.32,225.67,225.17,34044200
"Oct 2, 2024",225.89,227.37,223.02,226.78,226.28,32880600
"Oct 1, 2024",229.52,229.65,223.74,226.21,225.71,63285000
"Sep 30, 2024",230.04,233.00,229.65,233.00,232.49,54541900
"Sep 27, 2024",228.46,229.52,227.30,227.79,227.29,34026000
"Sep 26, 2024",227.30,228.50,225.41,227.52,227.02,36636700
"Sep 25, 2024",224.93,227.29,224.02,226.37,225.87,42308700
"Sep 24, 2024",228.65,229.35,225.73,227.37,226.87,43556100
"Sep 23, 2024",227.34,229.45,225.81,226.47,225.97,54146000
"Sep 20, 2024",229.97,233.09,227.62,228.20,227.70,318679900
"Sep 19, 2024",224.99,229.82,224.63,228.87,228.37,66781300
"Sep 18, 2024",217.55,222.71,217.54,220.69,220.21,59894900
"Sep 17, 2024",215.75,216.90,214.50,216.79,216.31,45519300
"Sep 16, 2024",216.54,217.22,213.92,216.32,215.84,59357400
"Sep 13, 2024",223.58,224.04,221.91,222.50,222.01,36766600
"Sep 12, 2024",222.50,223.55,219.82,222.77,222.28,37498200
"Sep 11, 2024",221.46,223.09,217.89,222.66,222.17,44587100
"Sep 10, 2024",218.92,221.48,216.73,220.11,219.63,51591000
"Sep 9, 2024",220.82,221.27,216.71,220.91,220.42,67180000
"Sep 6, 2024",223.95,225.24,219.77,220.82,220.34,48423000
"Sep 5, 2024",221.63,225.48,221.52,222.38,221.89,36615400
"Sep 4, 2024",221.66,221.78,217.48,220.85,220.37,43840200
